SPORT, DATE, COMP, BET-TYPE, MATCH-UP, BET, ODDS, STAKE, BOOK, RESULT, +/-
Soccer, 08/12 16:30, GER1, Pre-Match, Freiburg – Leipzig, under 3, 1.78, 5, pinnacle, 3-0, 0,
Soccer, 08/12 17:00, U20CUP, Live, 77′ Racing U20 – Penarol U20 (1-1), over 2.5, 2.05, 10, bet365, 1-1, -10,
Soccer, 08/12 17:00, ENCO, Live, 73′ Havant – Braintree (1-0), over 1.5, 1.85, 5, bet365, 2-1, +4.25,
Soccer, 08/12 17:00, ENL2, Live, 72′ Bury – Exeter (1-0), over 1.5, 1.85, 5, bet365, 2-0, +4.25,
Soccer, 08/12 17:00, ENCH, Live, 72′ Norwich – Bolton (2-1), over 3.5, 1.95, 5, bet365, 3-2, +4.75,
Soccer, 08/12 17:00, ENCH, Live, 70′ Leeds – QPR (2-1), over 3.5, 1.83, 5, bet365, 2-1, -5,
Soccer, 08/12 17:00, ENCH, Live, 68′ Sheff Wed – Rotheram (2-2), over 4.5, 1.72, 5, bet365, 2-2, -5,
Soccer, 08/12 17:00, ENL2, Live, 70′ Colchester – Macclesfield (1-0), over 1.5, 1.80, 10, bet365, 1-0, -10,
Soccer, 08/12 17:00, EPL, Pre-Match, Man Utd – Fulham 0:1.5, 2 asian, 1.88, 5, bet365, 4-1, -5,
Soccer, 08/12 17:00, ENL2, Pre-Match, Morecambe – Port Vale, under 2.5, 1.80, 5, bet365, 2-2, -5,
Soccer, 08/12 17:00, ENL2, Pre-Match, Crawley – Northampton, over 2.5, 2.01, 5, sbobet, 0-1, -5,
Soccer, 08/12 17:00, ENL1, Pre-Match, Scunthorpe – Gillingham, over 2.5, 1.91, 5, pinnacle, 0-2, -5,
Soccer, 08/12 17:00, ENCH, Pre-Match, Brentford – Swansea, over 2.5, 1.72, 5, pinnacle, 2-3, +3.6,
Soccer, 08/12 19:30, HOL1, Pre-Match, Willem II – Heerenveen, GG & over 2.5, 1.90, 5, bet365, 1-5, +4.5,
Soccer, 08/12 19:30, GER1, Pre-Match, Hertha – Eintracht Fr. 0:0, 2 asian, 2.00, 5, bet365, 1-0, -5,
Soccer, 08/12 21:30, BEL1, Pre-Match, St Truiden – Standard L. 0:0, 1 asian, 1.84, 5, sbobet, 1-1, 0,
Soccer, 09/12 00:30, ESP4, Live, 70′ Minerva – Atl. Pulpileno (0-0), over 0.5, 2.25, 5, bet365, 0-0, -5,
Soccer, 09/12 01:00 09-12 13:00, ESP1, Pre-Match, Eibar – Levante Anytime goalscorer, Cucurella, 9.50, 2, bet365, No, -2,
Soccer, 09/12 10:30, INDO, Live, 79′ Arema – Sriwijaya (1-1), over 2.5, 1.65, 5, pamestoixima, 2-1, +3.25,
Soccer, 09/12 13:30 09-12 14:30 09-12 19:00 10-12 01:30, ITA1 GER2 GRE1 BOL1, Pre-Match, Sassuolo – Fiorentina Magdenburg - Union B. Atromitos - Aris Guabira - Aurora (Yankee x1), X X X X, 3.40 3.20 3.20 3.60, 11, stoiximan, 3-3 1-1 4-2 3-0, -0.12,
Soccer, 09/12 14:30, GER2, Live, 68′ Arminia B. – Sandhausen (0-1), over 1.5, 1.81, 5, pinnacle, 1-1, +4.05,
Soccer, 09/12 15:30 09-12 15:30, GRE1, Pre-Match, Xanthi – Olympiacos Anytime goalscorer, Omar E., 12.75, 4, stoiximan, No, -4,
Soccer, 09/12 15:30 09-12 15:30 09-12 15:30, GRE1 GRE1 GRE1, Live, 89′ Xanthi – Olympiacos (1-6 cks) (10) 91' Xanthi - Olympiacos (1-7 cks) (10) 94' Xanthi - Olympiacos (1-8 cks) (10), over 7.5 cks over 8.5 cks over 9.5 cks, 1.75 2.00 1.95, 30, bet365, 10, +27,
Soccer, 09/12 15:30 09-12 15:30, GRE1, Live, 59′ Xanthi – Olympiacos (1-5 cks) Race to 9 cks, Oly, 3.00, 10, bet365, 2-8, -10,
Soccer, 09/12 16:00, FRA1, Live, 75′ Strasbourg – Caen (2-1), over 3.5, 2.42, 5, pinnacle, 2-2, +7.1,
Soccer, 09/12 16:00, ITA1, Live, 80′ Empoli – Bologna (2-1), over 3.5, 2.95, 5, pinnacle, 2-1, -5,
Soccer, 09/12 16:00, ITA1, Live, 68′ Udinese – Atalanta (1-2), over 3.5, 1.79, 5, pinnacle, 1-3, +3.95,
Soccer, 09/12 17:15, ESP1, Live, 73′ Huesca – Real Madrid (0-1), over 1.5, 1.77, 5, pinnacle, 0-1, -5,
Soccer, 09/12 18:00, AUT1, Pre-Match, Rapid Wien – Sturm Graz, under 2.5, 2.01, 10, sbobet, 0-0, +10.1,
Soccer, 09/12 19:00, GER1, Live, 72′ Gladbach – Stuttgart (1-0), over 1.5, 1.73, 10, sbobet, 3-0, +7.3,
Soccer, 09/12 21:00, BOL1, Live, 77′ Real Potosi – Royal Pari (1-2), over 3.5, 1.75, 5, sbobet, 1-2, -5,
Soccer, 09/12 21:45, ESP1, Live, 74′ Betis – Rayo Vallecano (1-0), over 1.5, 1.81, 5, bet365, 2-0, +4.05,
Soccer, 09/12 22:00, ARG4, Live, 72′ Defensores Belgrano – Union Sunchales (1-1), over 2.5, 1.72, 10, bet365, 2-1, +7.2,
Soccer, 09/12 22:00, ARG4, Live, 84′ Sp. Las Parejas – Juventud Unida (1-0), over 1.5, 3.50, 3, bet365, 1-0, -3,
Soccer, 09/12 22:00, ARG4, Live, 64′ Atl. Camioneros – Douglas Haig (0-0), over 0.5, 1.70, 5, pamestoixima, 0-0, -5,
Soccer, 10/12 22:00, EPL, Pre-Match, Everton – Watford, 1, 1.80, 10, bet365, 2-2, -10,
Soccer, 10/12 22:00, ESP1, Pre-Match, Athletic Bilbao – Girona 0:0.5, 2 Asian, 1.91, 10, bet365, 1-0, -10,
Soccer, 11/12 15:00, CLY, Live, 4′ Schalke U19 – Lokomotiv M. U19 (0-0), over 2.75, 1.82, 5, pinnacle, 1-4, +4.1,
Soccer, 11/12 19:55 11-12 19:55, CHL CHL, Live, 60′ Galatasaray – Porto (1-3) (5) 66' Galatasaray - Porto (2-3) (10), over 5 over 5.75, 1.80 1.73, 15, bet365, 2-3, -10,
Soccer, 11/12 19:55 11-12 19:55 11-12 19:55 11-12 19:55 11-12 19:55 11-12 19:55, CHL CHL CHL CHL CHL CHL, Live, 42′ Schalke – Lokomotiv M. (0-0) (5) 52' Schalke - Lokomotiv M. (0-0) (5) 59' Schalke - Lokomotiv M. (0-0) (5) 64' Schalke - Lokomotiv M. (0-0) (15) 73' Schalke - Lokomotiv M. (0-0) (10) 78' Schalke - Lokomotiv M. (0-0) (10), 2 over 1 2 over 0.75 over 0.5 over 0.5, 6.00 1.75 6.00 1.73 1.72 1.73, 50, bet365, 1-0, +10,
Soccer, 11/12 22:00 11-12 22:00, CL, Live, 72′ Barcelona – Totenham (1-0) (10) 81' Barcelona - Totenham (1-0) (10), over 1.75 over 1.5, 1.71 1.72, 20, bet365, 1-1, +10.75,
Soccer, 11/12 22:00 11-12 22:00 11-12 22:00, EPL, Live, 66′ Inter – PSV (0-1) (5) 84' Inter - PSV (1-1) (10) 90' Inter - PSV (1-1) (5), over 2 over 2.5 over 2.5, 1.77 2.70 4.00, 20, bet365, 1-1, -15,
Soccer, 11/12 22:00 11-12 22:00, CL, Live, 65′ Club Brugge – Atletico Madrid (0-0) (10) 71' Club Brugge - Atletico Madrid (0-0) (5), over 0.5 over 0.5, 1.72 1.84, 15, bet365, 0-0, -15,
Soccer, 12/12 19:55, CL, Live, 68′ Plzen – Roma (1-1), over 2.75, 1.82, 10, pinnacle, 2-1, +4.1,
Soccer, 13/12 19:55, EL, Pre-Match, (Cover Bet) 80′ Vidi – Chelsea (2-2), 2, 3.02, 5, pinnacle, 2-2, -5,
Soccer, 13/12 19:55, EL, Live, 75′ Akhisar – Standard Liege (0-0), over 0.5, 1.71, 10, bet365, 0-0, -10,
Soccer, 13/12 19:55 13-12 19:55, EL, Pre-Match, Vidi – Chelsea (10) Vidi - Chelsea (2.3) (Bet365), X 1, 3.90 5.50, 12.3, stoiximan, 2-2, +26.7,
Soccer, 13/12 19:55, EL, Pre-Match, Akhisar – Standard Liege, over 2.5, 1.75, 10, bet365, 0-0, -10,
Soccer, 13/12 22:00, EL, Live, 87′ Leipzig – Rosenborg (1-1), over 2.5, 2.90, 10, bet365, 1-1, -10,
Soccer, 13/12 22:00, EL, Live, 74′ Celtic – Salzburg (0-1), over 1.5, 1.71, 10, sbobet, 1-2, +7.1,
Soccer, 14/12 21:30, GER1, Live, 68′ Nurnberg – Wolfsburg (0-1), over 1.5, 1.74, 10, pinnacle, 0-2, +7.4,
Soccer, 15/12 16:30 15-12 16:30 15-12 16:30, GER1 GER1 GER1, Live, 23′ Hoffenheim – Gladbach (0-0) (5) 65' Hoffenheim - Gladbach (0-0) (5) 77' Hoffenheim - Gladbach (0-0) (5), over 2.5 over 1 over 0.5, 1.73 1.80 1.88, 15, bet365, 0-0, -15,
Soccer, 15/12 17:00, ENCH, Live, 84′ Swansea – Sheff Wed (2-1), over 3.5, 3.20, 5, pinnacle, 2-1, -5,
Soccer, 15/12 17:00, ENCH, Live, 74′ Preston – Millwall (2-1), over 3.5, 2.13, 10, pinnacle, 3-2, +11.3,
Soccer, 15/12 17:00, EPL, Pre-Match, Crystal Palace – Leicester 0:0, 2 asian, 2.03, 10, pinnacle, 1-0, -10,
Soccer, 15/12 17:00, ENL1, Pre-Match, Gillingham – Wycombe, over 2.5, 1.95, 5, bet365, 2-2, +4.75,
Soccer, 15/12 18:00, CZE1, Live, 68′ Pribram – Sparta Prague (1-1), over 2.5, 1.85, 10, pinnacle, 1-1, -10,
Soccer, 15/12 19:30, GER1, Live, 80′ Dortmund – Werder Bremen (2-1), over 3.5, 2.03, 10, pinnacle, 2-1, -10,
Soccer, 15/12 19:30, HOL1, Live, 45′ Zwolle – NAC (0-0), over 1.5, 1.98, 5, sbobet, 0-0, -5,
Soccer, 15/12 20:00 15-12 20:00, SWI1 SWI1, Live, 15′ Thun – Grasshoppers (0-0) (5) 30' Thun - Grasshoppers (0-0) (5), over 2.25 over 2, 1.83 1.93, 10, pinnacle, 1-0, -10,
Soccer, 15/12 20:00, POR1, Pre-Match, Aves – Guimaraes, over 2.25, 1.88, 5, sbobet, 1-1, -2.5,
Soccer, 15/12 20:45, HOL1, Pre-Match, Heracles – PSV, GG & over 2.5, 1.85, 5, stoiximan, 0-4, -5,
Soccer, 15/12 21:00, FRA1, Pre-Match, Reims – Strasbourg 0:0.5, 2 asian, 1.76, 15, sbobet, 2-1, -15,
Soccer, 15/12 21:00, BEL1, Pre-Match, Eupen – Mouscron 0:0.5, 2 asian, 1.90, 10, bet365, 1-0, -10,
Soccer, 16/12 13:15, HOL1, Pre-Match, Heerenveen – Utrecht, over 2.75, 1.85, 5, sbobet, 2-3, +4.25,
Soccer, 16/12 15:00, DEN1, Live, 74′ Horsens – Midtjylland (1-2), over 3.5, 1.86, 10, pinnacle, 1-3, +8.6,
Soccer, 16/12 15:30, ITA3, Live, 71′ Piacenza – Lucchese (1-0), over 1.5, 2.10, 5, pinnacle, 1-0, -5,
Soccer, 16/12 18:00, ESP3, Live, 69′ Torrelavega – Langreo (0-1), over 1.5, 1.72, 5, bet365, 0-2, +3.6,
Soccer, 18/12 19:30, GER1, Live, 75′ Gladbach – Nurnberg (1-0), over 1.5, 1.78, 10, bet365, 2-0, +7.8,
Soccer, 20/12 17:30, UAECUP, Live, 80′ Dibba – Ajman (1-1), over 2.5, 2.15, 5, bet365, 1-1, -5,
Soccer, 20/12 17:30, QTR1, Live, 78′ Al Sadd – Al Khor (1-2), over 3.5, 1.72, 5, bet365, 2-2, +3.6,
Soccer, 21/12 17:30, UAECUP, Live, 76’ Al Dhafra-Al Jazira (0-1), over 1.5, 1.78, 5, bet365, 0-2, +3.9,
Soccer, 21/12 17:30, UAECUP, Live, 88′ Emirates – Al Sharjah (2-2), over 4.5, 4.5, 5, bet365, 3-2, +17.5,
Soccer, 21/12 17:30, UAECUP, Pre-Match, Al Dhafra-Al Jazira, X, 2.88, 8, sbobet, 0-2, -8,
Soccer, 21/12 19:00 21-12 19:00, POL1 POL1, Live, 21′ Arka – Wisła Płock(0-0) (5) 72' Arka - Wisła Płock (2-2) (5), over 2 over 4.5, 1.88 2.10, 10, bet365, 3-3, +9.88,
Soccer, 21/12 19:30, GER3, Live, 78′ Wehen-Aalen (2-1), over 3.5, 2.30, 5, bet365, 2-1, -5,
Soccer, 21/12 22:00, EPL, Pre-Match, Wolves – Liverpool 1:0, 1 asian, 1.90, 10, pinnacle, 0-2, -10,
Soccer, 22/12 14:30, GER2, Live, 45′ Arminia B. – Heidenheim 0:0 (1-1), 1 asian, 1.74, 5, sbobet, 1-2, -5,
Soccer, 22/12 14:35, ENCO, Live, 80′ Barnet – Dover (1-0), over 1.5, 2.15, 5, bet365, 2-0, +5.75,
Soccer, 22/12 15:30, ITA3, Live, 60′ Teramo – Triestina (0-0), over 0.5, 1.72, 5, bet365, 2-0, +3.6,
Soccer, 22/12 16:00, ITA1, Pre-Match, Milan – Fiorentina 0:0.5, 2 asian, 1.71, 10, pinnacle, 0-1, +7.1,
Soccer, 22/12 17:00, EPL, Live, 71′ Bournemouth – Brighton (1-0), over 1.5, 1.87, 5, bet365, 2-0, +4.35,
Soccer, 22/12 17:00 22-12 17:00, SCOL1 SCOL1, Live, 45′ East Fife – Forfar (0-0) (5) 70' East Fife - Forfar (0-0) (5), over 1.5 over 0.5, 2.05 1.78, 10, pinnacle, 1-0, -1.1,
Soccer, 22/12 17:00, SCOL1, Live, 31′ Dumbarton – Stanraer (0-0), over 2, 1.75, 5, bet365, 0-1, -5,
Soccer, 22/12 17:00 22-12 17:00, ENL2 ENL2, Live, 18′ Bury – Tranmere (0-0) (10) 72' Bury - Tranmere (1-0) (10), over 2 over 1.5, 1.73 1.88, 20, bet365, 2-1, +16.1,
Soccer, 22/12 17:00, ENL1, Live, 25′ Shrewsbury – Coventry 0:0.25 (0-0), 1 asian, 1.93, 5, bet365, 1-0, +4.7,
Soccer, 22/12 17:00, EPL, Live, 0′ Newcastle – Fulham 0:0 (0-0), 2 asian, 2.40, 5, pinnacle, 0-0, 0,
Soccer, 22/12 17:00, EPL, Live, 0′ West Ham – Watford 0:0 (0-0), 1 asian, 1.81, 5, pinnacle, 0-2, -5,
Soccer, 22/12 17:00, ENL1, Pre-Match, Portsmouth – Sunderland 0:0.5, 2 asian, 1.85, 5, sbobet, 3-1, -5,
Soccer, 22/12 17:30, ESP3, Live, 82′ Real Union – Athletic B (1-0), over 1.5, 3.00, 5, bet365, 1-0, -5,
Soccer, 22/12 17:30, POR1, Live, 72′ Feirense – Portimonense (0-1), over 1.5, 2.05, 5, bet365, 0-1, -5,
Soccer, 22/12 17:30, ITA3, Live, 72′ Giana Erminio – Pordenone (0-1), over 1.5, 1.98, 5, sbobet, 1-1, +4.9,
Soccer, 22/12 18:00, ESP3, Live, 69′ Leonesa – SS Reyes (0-0), over 0.5, 1.72, 5, bet365, 0-0, -5,
Soccer, 22/12 19:00, ESP3, Live, 20′ Racing Santander – Oviedo B 0:0.75 (1-1), 1 asian, 1.87, 5, sbobet, 1-1, -5,
Soccer, 22/12 19:30, GER1, Live, 75′ Eintracht Fr. – Bayern (0-1), over 1.5, 1.82, 10, bet365, 0-3, +8.2,
Soccer, 22/12 20:00, ESP3, Live, 60′ Castellon – Conquense (0-0), over 0.5, 1.72, 5, pinnacle, 1-0, +3.6,
Soccer, 22/12 20:45 22-12 20:45, HOL1, Live, 45′ Breda – Heerenveen (4-1 ck) Race to 9 ck's, Breda, 1.72, 10, bet365, 8, -10,
Soccer, 22/12 21:00, ESP3, Live, 70′ Hercules – Barcelona B (0-0), over 0.5, 1.95, 5, pinnacle, 0-0, -5,
Soccer, 22/12 21:45, HOL1, Live, 10′ Excelsior – Heracles (0-0), over 2.5, 1.73, 5, pinnacle, 0-3, +3.65,
Soccer, 23/12 14:00, GER3, Pre-Match, Unterhaching – Uerdingen, under 2.5, 1.98, 5, sbobet, 4-0, -5,
Soccer, 23/12 14:30, GER2, Live, 75′ Paderborn – Darmstadt (3-2), over 5.5, 1.93, 5, sbobet, 6-2, +4.65,
Soccer, 23/12 18:00, EPL, Pre-Match, Everton – Tottenham 0.5:0, 1 asian, 1.70, 10, sbobet, 2-6, -10,
Soccer, 23/12 19:30 23-12 19:30 23-12 19:30, ESP1, Live, 21′ Rayo Vallecano – Levante (0-0) (5) 64' Rayo Vallecano - Levante (1-1) (5) 74' Rayo Vallecano - Levante (2-1) (5), over 2.5 over 3 over 3.5, 1.80 1.91 1.72, 15, pinnacle, 2-1, -1,
Soccer, 23/12 19:30, POR1, Pre-Match, Benfica – Braga 0:1, 2 asian, 1.76, 15, sbobet, 6-2, -15,
Soccer, 23/12 22:00 23-12 22:00, POR1, Live, 20′ Guimaraes – Sporting (0-0) (5) 74' Guimaraes - Sporting (1-0) (5), over 2 over 1.5, 1.95 1.80, 10, pinnacle, 1-0, -10,
Soccer, 26/12 16:00, ITA1, Live, 70′ Bologna – Lazio (0-1), over 1.5, 1.95, 10, sbobet, 0-2, +9.5,
Soccer, 26/12 17:00, ENCH, Pre-Match, Middlesborough – Sheff Wed, under 2.5, 1.80, 5, bet365, 0-1, +4,
Soccer, 26/12 17:00, ENCH, Live, 21′ Swansea – Aston Villa (0-0), over 2, 1.76, 10, sbobet, 0-1, -10,
Soccer, 26/12 17:00 26-12 17:00, ENL1, Live, 60′ Wimbledon – Plymouth (1-1) (5) 71' Wimbledon - Plymouth (1-1) (5), over 3 over 2.5, 2.01 1.83, 10, sbobet, 2-1, +4.15,
Soccer, 26/12 17:00, ENL1, Live, 70′ Sunderland – Bradford (1-0), over 1.5, 1.71, 5, pinnacle, 1-0, -5,
Soccer, 26/12 17:00, ENCH, Live, 68′ Preston – Hull (1-1), over 2.5, 1.75, 5, sbobet, 1-2, +3.75,
Soccer, 26/12 17:00, ENCH, Live, 67′ West Brom – Wigan (1-0), over 1.5, 1.73, 10, sbobet, 2-0, +7.3,
Soccer, 26/12 17:00, ENCH, Pre-Match, Middlesborough – Sheff Wed 0:1, 2 asian, 1.87, 10, pinnacle, 0-1, +8.7,
Soccer, 26/12 17:00, EPL, Pre-Match, Liverpool – Newcastle, 1 & under 3.5, 2.12, 5, stoiximan, 4-0, -5,
Soccer, 26/12 17:00, ENL2, Pre-Match, Newport – Forest Green, over 2.5, 2.04, 5, pinnacle, 1-4, +5.2,
Soccer, 26/12 17:00, ENCH, Pre-Match, Swansea – Aston Villa, over 2.75, 1.80, 5, pinnacle, 0-1, -5,
Soccer, 26/12 17:00 26-12 17:00 26-12 19:00 27-12 21:45, ENL2 ENCH ITA1 EPL, Pre-Match, Newport – Forest Green Swansea - Aston Villa Torino - Empoli Southampton - West Ham (Yankee x 1), over 3.5 over 3.5 over 3.5 over 3.5, 3.40 2.62 3.20 3.00, 11, bet365, 1-4 0-1 3-0 1-2, -11,
Soccer, 26/12 17:00 26-12 17:00 26-12 17:00 26-12 17:00 26-12 17:00, ENCH ENCH ENCH ENCH ENL2, Pre-Match, Middlesborough – Sheff Wed Millwall - Reading (Dx1) Preston - Hull Swansea - Aston Villa (Fx1) Port Vale - Grimsby (Cx1), 2 DNB 2 2 over 3.5 2, 4.33 4.75 3.75 2.62 3.40, 16, bet365, 0-1 1-0 1-2 0-1 0-1, +27.71,
Soccer, 26/12 19:00, ITA1, Pre-Match, Torino – Empoli, over 2.5, 1.94, 5, pinnacle, 3-0, +4.7,
Soccer, 27/12 21:30, BEL1, Pre-Match, Anderlecht – Beveren 0:1.5, 2 asian, 1.85, 10, pinnacle, 3-0, -10,
Soccer, 27/12 21:45, EPL, Pre-Match, Southampton – West Ham, over 2.5, 1.87, 5, pinnacle, 1-2, +4.35,
Soccer, 29/12 16:00, ITA1, Pre-Match, Lazio – Torino 0:1, 2 asian, 1.86, 15, pinnacle, 1-1, +12.9,
Soccer, 29/12 17:00, ENCH, Live, 74′ Sheff Utd – Blackburn (1-0), over 1.5, 2.00, 5, bet365, 3-0, +5,
Soccer, 29/12 17:00, ENL1, Live, 72′ Burton – Plymouth (1-1), over 2.5, 1.72, 10, pinnacle, 1-1, -10,
Soccer, 29/12 17:00, ENCH, Live, 66′ Millwall – Nottingham Forest (1-0), over 1.5, 1.75, 5, pinnacle, 1-0, -5,
Soccer, 29/12 17:00, ENCH, Live, 19′ Preston – Aston Villa (0-0), over 2, 1.72, 5, pinnacle, 1-1, 0,
Soccer, 29/12 17:00, EPL, Live, 10′ Fulham – Huddersfield 0:0.25 (0-0), 1 asian, 1.92, 15, pinnacle, 1-0, +13.8,
Soccer, 29/12 17:00, EPL, Pre-Match, Watford – Newcastle 0:1, 2 asian, 1.70, 10, pinnacle, 1-1, +7,
Soccer, 29/12 19:30, EPL, Pre-Match, Liverpool – Arsenal 0:1.5, 2 asian, 1.93, 10, pinnacle, 5-1, -10,
Soccer, 30/12 17:00, ITA2, Live, 11′ Benevento – Brescia (0-0), over 2, 1.72, 10, sbobet, 1-1, 0,
Soccer, 30/12 19:00, PORCUP, Live, 80’ Chaves – Varzim (3-1), over 4.5, 2.10, 5, bet365, 3-1, -5,
Soccer, 01/01 17:00, ENL2, Live, 70′ Bury – Crewe (2-1), over 3.5, 1.76, 10, sbobet, 3-1, +7.6,
Soccer, 01/01 17:00, ENL1, Live, 71′ Southend – Gillingham (1-0), over 1.5, 1.90, 5, pinnacle, 2-0, +4.5,
Soccer, 01/01 17:00, ENL2, Live, 66′ Lincoln – Port Vale (1-0), over 1.5, 1.80, 10, pinnacle, 1-1, +8,
Soccer, 01/01 17:00, ENCH, Live, 24′ Blackburn – West Brom (0-0), over 2, 1.83, 5, pinnacle, 2-1, +4.15,
Soccer, 01/01 17:00 01-01 17:00, ENCO ENCO, Live, 20′ Eastleigh – Havant & W (0-0) (5) 69' Eastleigh - Havant & W (1-0) (5), over 2 over 1.5, 1.83 1.81, 10, bet365, 2-1, +8.2,
Soccer, 01/01 17:00, ENL2, Pre-Match, Yeovil-Cheltenham 0:0.25, 2 asian, 1.93, 10, sbobet, 1-4, +9.3,
Soccer, 01/01 17:00, ENL2, Pre-Match, Macclesfield – Tranmere 0:0, 1 asian, 2.19, 10, sbobet, 1-1, 0,
Soccer, 01/01 17:00, ENL1, Pre-Match, Bradford – Accrington 0:0, 1 asian, 1.83, 10, pinnacle, 3-0, +8.3,
Soccer, 02/01 22:00, EPL, Live, 70′ Newcastle – Man Utd (0-1), over 1.5, 1.76, 10, sbobet, 0-2, +7.6,
Soccer, 04/01 12:00, PAK, Live, 67′ KRL – Pakistan Army (0-0), over 0.5, 1.78, 10, bet365, 0-1, +7.8,
Soccer, 05/01 17:00 05-01 19:30 05-01 19:30 06-01 16:00 06-01 16:00, ENFA, Pre-Match, Gillingham – Cardiff (5) Newcastle - Blackburn (5) Norwich - Portsmouth (5) Preston - Doncaster (5) Yankee x1u, 1 2 2 2 *, 4.50 5.25 4.50 4.50 *, 31, bet365, 1-0 1-1 0-1 1-3 *, +188.38,
Soccer, 05/01 17:00, ENL2, Live, 65′ Yeovil – Bury (0-1), over 1.5, 1.73, 10, sbobet, 0-1, -10,
Soccer, 05/01 17:00, SCOPL, Live, 56′ Inverness – Queen Of South (0-0), over 1, 1.78, 5, bet365, 1-2, +3.9,
Soccer, 05/01 17:00 05-01 17:00, SCOL2 SCOL2, Live, 26′ Annan – Elgin (0-0) (5) 75'Annan - Elgin (0-0) (5), over 2 over 1.5, 1.78 1.73, 10, bet365, 2-0, +3.65,
Soccer, 06/01 16:00 06-01 16:00, ENFA, Pre-Match, (COVER) 73′ Preston – Doncaster (1-2) (20) (COVER) 83' Preston - Doncaster (1-2) (15), over 3.5 1X, 1.91 4.00, 35, bet365, 1-3, +3.2,
Soccer, 06/01 17:45, BRACUP, Live, 72′ Itapirense U20 – CRB U20 (0-0), over 0.5, 1.72, 5, bet365, 1-0, +3.6,
Soccer, 06/01 19:30, ESP1, Live, 80′ Real Madrid – Real Sociedad (0-1), over 1.5, 1.82, 5, bet365, 0-2, +4.1,
Soccer, 06/01 20:00, BRACUP, Live, 74′ CSA U20 – ABC U20 (0-0), over 0.5, 1.72, 10, bet365, 2-0, +7.2,
Soccer, 06/01 21:00, BRACUP, Live, 85′ Tupa U20 – CS Paraibano U20 (2-2), over 4.5, 3.00, 5, bet365, 2-2, -5,
Soccer, 06/01 21:45, ESP1, Live, 22′ Getafe – Barcelona (0-1), under 3.5, 1.71, 5, sbobet, 1-2, +3.55,
Soccer, 07/01 23:00 07-01 23:00, BRACUP, Live, 72′ Santo Andre U20 – Parana U20 (1-1) (10) 85' Santo Andre U20 - Parana U20 (1-1) (5), over 2.5 over 2.5, 1.72 3.00, 15, bet365, 1-1, -15,
Soccer, 08/01 12:00, PAK, Live, 65’ Muslim-Karachi Port Trust (1-0), over 1.5, 1.70, 5, bet365, 2-0, +3.5,
Soccer, 08/01 20:00 08-01 20:00 08-01 20:00 08-01 20:00, BRACUP, Live, 28′ Paulista U20 – Villa Nova U20 (0-1) (5) 45' Paulista U20 - Villa Nova U20 (1-1) (5) 70' Paulista U20 - Villa Nova U20 (1-1) (5) 82' Paulista U20 - Villa Nova U20 (2-1) (10), over 3 3.75 3 over 3.5, 1.70 1.88 1.90 1.98, 25, bet365, 2-3, +22.2,
Soccer, 08/01 21:45, ENG6, Live, 29′ Truro – St Albans (0-0), over 2, 1.73, 5, bet365, 2-1, +3.65,
Soccer, 10/01 17:30, BRACUP, Live, 80′ Aquidauanense U20 – Jacobina U20 (1-3), over 4.5, 1.95, 5, bet365, 1-4, +4.75,
Soccer, 12/01 07:30, AUSU21, Live, 80′ Sydney U21 – Newcastle Jets U21 (2-2), over 4.5, 1.72, 10, bet365, 3-2, +7.2,
Soccer, 12/01 17:00 12-01 17:00, ENL1 ENL1, Live, 73′ Peterborough – Rochdale (1-0) (5) 82' Peterborough - Rochdale (1-0) (5), over 1.5 over 1.5, 1.80 2.85, 10, sbobet, 2-1, +13.25,
Soccer, 12/01 17:00, ENG6, Live, 74′ Eastbourne – Weston (1-0), over 1.5, 1.72, 5, pinnacle, 1-1, +3.6,
Soccer, 12/01 17:00, ENCH, Live, 70′ West Brom – Norwich (1-0), over 1.5, 1.72, 5, pinnacle, 1-1, +3.6,
Soccer, 12/01 17:00, ENCH, Pre-Match, Preston – Swansea, over 2.5, 1.97, 5, sbobet, 1-1, -5,
Soccer, 12/01 17:00, ENL1, Pre-Match, Walsall – Scunthorpe 0:0.25, 2 asian, 2.00, 10, sbobet, 1-2, +10,
Soccer, 13/01 15:00, WWAF, Live, 75′ Bahrain (W) – UAE (W) (1-1), over 2.5, 1.91, 5, sbobet, 1-1, -5,
Soccer, 13/01 20:00, MEX1, Live, 69′ Toluca – Puebla (1-0), over 1.5, 1.80, 5, bet365, 2-0, +4,
Soccer, 13/01 20:00, BRACUP, Live, 56′ America RJ – Nova Iguacu (1-1), over 3, 1.93, 5, sbobet, 1-1, -5,
Soccer, 15/01 03:30 15-01 15:30, AFRCUP, Live, 59′ Palestine – Jordan (0-0) (15) 81' Palestine - Jordan (0-0) (10), over 0.5 over 0.5, 1.72 3.25, 25, bet365, 0-0, -25,
Soccer, 18/01 21:00, FRA2, Live, 66′ Auxerre – Orleans (1-0), over 1.5, 1.80, 10, bet365, 3-0, +8,
Soccer, 18/01 21:00, FRA3, Live, 17′ Quevilly – Cholet (1-0), under 3, 1.84, 5, pinnacle, 1-2, 0,
Soccer, 18/01 21:30, GER1, Live, 78′ Hoffenheim – Bayern (1-2), over 3.5, 1.80, 5, bet365, 1-3, +4,
Soccer, 18/01 21:30, GER1, Pre-Match, Hoffenheim – Bayern 1.5:0, 1 asian, 1.76, 5, sbobet, 1-3, -5,
